16:05:04	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 1	 IP: 14.160.198.30 : 49947	 Xu: 0	 TÊng ti“n vπn: 0
18:32:35	 Tµi kho∂n: hoangtu	 Nh©n vÀt: Ch˘itÚi	 DWORD ID: -1417970761	 C p: 120	 IP: 125.235.234.56 : 39535	 Xu: 0	 TÊng ti“n vπn: 3997
18:32:45	 Tµi kho∂n: rimso2	 Nh©n vÀt: ïƒPh≠¨ngTrinh	 DWORD ID: 1905264885	 C p: 1	 IP: 115.77.51.178 : 52369	 Xu: 0	 TÊng ti“n vπn: 0
18:32:56	 Tµi kho∂n: duyhuy2	 Nh©n vÀt: LangTuVoTinh	 DWORD ID: 122484685	 C p: 1	 IP: 171.252.153.38 : 59106	 Xu: 0	 TÊng ti“n vπn: 0
18:33:47	 Tµi kho∂n: anhthikchat	 Nh©n vÀt: pethiktv2	 DWORD ID: -1516497545	 C p: 1	 IP: 171.236.49.205 : 4708	 Xu: 0	 TÊng ti“n vπn: 0
18:34:02	 Tµi kho∂n: mcclane1	 Nh©n vÀt: mcclaneTN	 DWORD ID: -1782994629	 C p: 1	 IP: 113.172.175.241 : 57726	 Xu: 0	 TÊng ti“n vπn: 0
18:34:21	 Tµi kho∂n: hung078	 Nh©n vÀt: ∞ThÊ∞∞Th«n	 DWORD ID: -702269073	 C p: 121	 IP: 113.169.23.91 : 62517	 Xu: 10600	 TÊng ti“n vπn: 961137
18:34:41	 Tµi kho∂n: trankha	 Nh©n vÀt: Gothic09	 DWORD ID: -15944512	 C p: 1	 IP: 1.55.196.117 : 10777	 Xu: 0	 TÊng ti“n vπn: 0
18:34:45	 Tµi kho∂n: camfnang1	 Nh©n vÀt: PhamMeow	 DWORD ID: -1621039637	 C p: 1	 IP: 171.232.92.30 : 56470	 Xu: 0	 TÊng ti“n vπn: 0
18:34:54	 Tµi kho∂n: nguyenson11	 Nh©n vÀt: nguyenson11	 DWORD ID: 89444689	 C p: 1	 IP: 113.22.72.29 : 62117	 Xu: 0	 TÊng ti“n vπn: 0
18:35:02	 Tµi kho∂n: volam91	 Nh©n vÀt: Ti™uŸPhong	 DWORD ID: -32641671	 C p: 120	 IP: 116.105.16.190 : 51997	 Xu: 0	 TÊng ti“n vπn: 4796
18:35:07	 Tµi kho∂n: thanhhuyen02	 Nh©n vÀt: EmdiChoi	 DWORD ID: -619250149	 C p: 120	 IP: 171.233.140.185 : 56019	 Xu: 0	 TÊng ti“n vπn: 1000
18:35:15	 Tµi kho∂n: banhmi01	 Nh©n vÀt: VﬁtAnhßµoo	 DWORD ID: -748335456	 C p: 1	 IP: 1.52.59.237 : 31485	 Xu: 0	 TÊng ti“n vπn: 0
18:35:46	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 1	 IP: 115.77.33.190 : 55947	 Xu: 0	 TÊng ti“n vπn: 0
18:35:51	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 120	 IP: 42.119.156.197 : 12357	 Xu: 0	 TÊng ti“n vπn: 6786
18:35:56	 Tµi kho∂n: banhmi94	 Nh©n vÀt: VﬁtAnhßµooo	 DWORD ID: -1146527946	 C p: 1	 IP: 1.52.59.237 : 6190	 Xu: 0	 TÊng ti“n vπn: 0
18:35:58	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 120	 IP: 42.119.156.197 : 3107	 Xu: 0	 TÊng ti“n vπn: 9232
18:36:00	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 120	 IP: 14.186.109.219 : 59464	 Xu: 0	 TÊng ti“n vπn: 1000
18:36:09	 Tµi kho∂n: tandoi01	 Nh©n vÀt: TµnŸßÍi	 DWORD ID: 1678036711	 C p: 1	 IP: 42.117.65.167 : 9204	 Xu: 0	 TÊng ti“n vπn: 0
18:36:37	 Tµi kho∂n: hoangpo2	 Nh©n vÀt: HoµngPﬂ2	 DWORD ID: 1084652053	 C p: 1	 IP: 103.199.32.213 : 12236	 Xu: 0	 TÊng ti“n vπn: 0
18:37:10	 Tµi kho∂n: minhnhan1	 Nh©n vÀt: GameMaster	 DWORD ID: -1175540092	 C p: 1	 IP: 113.172.178.140 : 51892	 Xu: 0	 TÊng ti“n vπn: 0
18:37:40	 Tµi kho∂n: lekhang93	 Nh©n vÀt: EmTraiSamSung	 DWORD ID: 1230389591	 C p: 1	 IP: 171.239.220.166 : 58985	 Xu: 0	 TÊng ti“n vπn: 0
18:37:55	 Tµi kho∂n: hoangtu	 Nh©n vÀt: Ch˘itÚi	 DWORD ID: -1417970761	 C p: 120	 IP: 125.235.234.56 : 58146	 Xu: 0	 TÊng ti“n vπn: 3997
18:38:12	 Tµi kho∂n: pikutevt2	 Nh©n vÀt: CayTien01	 DWORD ID: 1184603074	 C p: 120	 IP: 27.71.104.205 : 5362	 Xu: 0	 TÊng ti“n vπn: 1000
18:38:17	 Tµi kho∂n: rimso3	 Nh©n vÀt: XeÕHËtÕR∏c	 DWORD ID: -133094195	 C p: 1	 IP: 115.77.51.178 : 52373	 Xu: 0	 TÊng ti“n vπn: 0
18:38:18	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 120	 IP: 112.197.78.125 : 52972	 Xu: 0	 TÊng ti“n vπn: 14192
18:38:22	 Tµi kho∂n: hung7641192	 Nh©n vÀt: bosssss1	 DWORD ID: 764975998	 C p: 1	 IP: 113.169.23.91 : 62522	 Xu: 0	 TÊng ti“n vπn: 0
18:38:24	 Tµi kho∂n: mrpro0781	 Nh©n vÀt: Thi’uŸL©m	 DWORD ID: 1932715625	 C p: 120	 IP: 171.250.161.194 : 21830	 Xu: 0	 TÊng ti“n vπn: 0
18:39:52	 Tµi kho∂n: phapqnn	 Nh©n vÀt: CBbanj	 DWORD ID: -985549378	 C p: 1	 IP: 118.69.109.66 : 36631	 Xu: 0	 TÊng ti“n vπn: 0
18:39:58	 Tµi kho∂n: hhtdhsg2	 Nh©n vÀt: ïƒïBµÖTrÔm	 DWORD ID: -680917245	 C p: 120	 IP: 171.239.144.33 : 59687	 Xu: 0	 TÊng ti“n vπn: 2600
18:40:26	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 120	 IP: 14.191.185.30 : 52480	 Xu: 0	 TÊng ti“n vπn: 1000
18:40:30	 Tµi kho∂n: nna1210vt03	 Nh©n vÀt: o0oPhongLyo0o	 DWORD ID: -251373142	 C p: 120	 IP: 14.191.185.30 : 52481	 Xu: 0	 TÊng ti“n vπn: 1000
18:40:31	 Tµi kho∂n: weoweo	 Nh©n vÀt: HoaŸR¨iŸCˆaŸPh	 DWORD ID: -296624082	 C p: 1	 IP: 42.114.22.42 : 47823	 Xu: 0	 TÊng ti“n vπn: 0
18:41:10	 Tµi kho∂n: weoweo	 Nh©n vÀt: HoaŸR¨iŸCˆaŸPh	 DWORD ID: -296624082	 C p: 1	 IP: 42.114.22.42 : 63602	 Xu: 0	 TÊng ti“n vπn: 0
18:41:15	 Tµi kho∂n: dkconbo	 Nh©n vÀt: AnhDepTrai	 DWORD ID: -806312183	 C p: 1	 IP: 116.105.207.65 : 63491	 Xu: 0	 TÊng ti“n vπn: 0
18:41:38	 Tµi kho∂n: trantrungbt2	 Nh©n vÀt: TestŸNm	 DWORD ID: -529884815	 C p: 1	 IP: 27.2.76.181 : 49657	 Xu: 0	 TÊng ti“n vπn: 0
18:41:49	 Tµi kho∂n: weoweo	 Nh©n vÀt: HoaŸL÷ŸR¨i	 DWORD ID: 669139205	 C p: 1	 IP: 42.114.22.42 : 52382	 Xu: 0	 TÊng ti“n vπn: 0
18:42:45	 Tµi kho∂n: longnext3	 Nh©n vÀt: ZingZingŸ2	 DWORD ID: -1103273146	 C p: 1	 IP: 113.183.132.51 : 59072	 Xu: 0	 TÊng ti“n vπn: 0
18:42:58	 Tµi kho∂n: kakaliq	 Nh©n vÀt: ïƒThi™nïS¨n	 DWORD ID: 1989657831	 C p: 1	 IP: 117.6.95.27 : 57723	 Xu: 0	 TÊng ti“n vπn: 0
18:43:08	 Tµi kho∂n: trungtruc1	 Nh©n vÀt: Th«nŸL´i	 DWORD ID: 1654857523	 C p: 1	 IP: 115.77.33.190 : 64688	 Xu: 0	 TÊng ti“n vπn: 0
18:43:08	 Tµi kho∂n: phuhaiphongtran	 Nh©n vÀt: DamDaiNguet	 DWORD ID: 831407845	 C p: 1	 IP: 113.161.194.40 : 51208	 Xu: 0	 TÊng ti“n vπn: 0
18:43:30	 Tµi kho∂n: sanbos1	 Nh©n vÀt: Huavancuong	 DWORD ID: -544865570	 C p: 1	 IP: 14.236.73.32 : 49863	 Xu: 0	 TÊng ti“n vπn: 0
18:43:38	 Tµi kho∂n: nbs1984	 Nh©n vÀt: HuKhong	 DWORD ID: 1571757633	 C p: 120	 IP: 42.112.80.35 : 44048	 Xu: 0	 TÊng ti“n vπn: 1000
18:44:29	 Tµi kho∂n: tranquochung	 Nh©n vÀt: djsuekwh	 DWORD ID: -521827749	 C p: 1	 IP: 125.235.225.95 : 55519	 Xu: 0	 TÊng ti“n vπn: 0
18:44:29	 Tµi kho∂n: samkul2	 Nh©n vÀt: 5DOCDOC	 DWORD ID: -2085910917	 C p: 1	 IP: 115.76.54.208 : 53586	 Xu: 0	 TÊng ti“n vπn: 0
18:44:42	 Tµi kho∂n: honghuantl	 Nh©n vÀt: IamShaolin	 DWORD ID: -2045672000	 C p: 1	 IP: 1.53.48.215 : 33363	 Xu: 0	 TÊng ti“n vπn: 0
18:45:05	 Tµi kho∂n: trungtruc2	 Nh©n vÀt: Th«nŸB®ng	 DWORD ID: -1751287009	 C p: 1	 IP: 115.77.33.190 : 64694	 Xu: 0	 TÊng ti“n vπn: 0
18:45:51	 Tµi kho∂n: haidong	 Nh©n vÀt: GhostDevil	 DWORD ID: 947001144	 C p: 1	 IP: 113.23.61.242 : 58222	 Xu: 0	 TÊng ti“n vπn: 0
18:45:53	 Tµi kho∂n: nbs1984	 Nh©n vÀt: HuKhong	 DWORD ID: 1571757633	 C p: 120	 IP: 42.112.80.35 : 58546	 Xu: 0	 TÊng ti“n vπn: 1000
18:46:01	 Tµi kho∂n: vinhphat56	 Nh©n vÀt: TayChoiBoGia	 DWORD ID: -347983079	 C p: 120	 IP: 42.119.149.62 : 12283	 Xu: 0	 TÊng ti“n vπn: 14987
18:46:21	 Tµi kho∂n: caubapbo56	 Nh©n vÀt: TayChoiChiDai	 DWORD ID: 335443631	 C p: 120	 IP: 42.119.149.62 : 56765	 Xu: 0	 TÊng ti“n vπn: 5594
18:46:55	 Tµi kho∂n: involker	 Nh©n vÀt: Mr_Involker	 DWORD ID: -1956872156	 C p: 1	 IP: 113.161.174.8 : 38795	 Xu: 0	 TÊng ti“n vπn: 0
18:47:13	 Tµi kho∂n: nna1210vt01	 Nh©n vÀt: o0oThanhLyo0o	 DWORD ID: 940663043	 C p: 120	 IP: 14.191.185.30 : 52504	 Xu: 0	 TÊng ti“n vπn: 1000
18:47:45	 Tµi kho∂n: danhtran10	 Nh©n vÀt: Paint111	 DWORD ID: 348732534	 C p: 1	 IP: 116.98.89.201 : 51655	 Xu: 0	 TÊng ti“n vπn: 0
18:47:47	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 120	 IP: 27.2.123.133 : 55678	 Xu: 0	 TÊng ti“n vπn: 4809
18:47:49	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 120	 IP: 27.2.123.133 : 55682	 Xu: 0	 TÊng ti“n vπn: 15496
18:47:51	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 120	 IP: 27.2.123.133 : 54282	 Xu: 0	 TÊng ti“n vπn: 11352
18:48:11	 Tµi kho∂n: duyhoc002	 Nh©n vÀt: Eragon	 DWORD ID: -1073389918	 C p: 1	 IP: 113.183.125.95 : 54568	 Xu: 0	 TÊng ti“n vπn: 0
18:48:42	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 1	 IP: 14.191.31.190 : 50385	 Xu: 0	 TÊng ti“n vπn: 0
18:48:45	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 1	 IP: 113.169.23.91 : 62526	 Xu: 0	 TÊng ti“n vπn: 0
18:49:32	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 1	 IP: 171.239.220.166 : 59063	 Xu: 0	 TÊng ti“n vπn: 0
18:50:18	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 120	 IP: 115.72.6.228 : 56297	 Xu: 0	 TÊng ti“n vπn: 391
18:50:26	 Tµi kho∂n: camfnang2	 Nh©n vÀt: PhamNhieu	 DWORD ID: 255375610	 C p: 1	 IP: 171.232.92.30 : 59983	 Xu: 0	 TÊng ti“n vπn: 0
18:50:46	 Tµi kho∂n: camfnang2	 Nh©n vÀt: PhamNhieu	 DWORD ID: 255375610	 C p: 1	 IP: 171.232.92.30 : 58076	 Xu: 0	 TÊng ti“n vπn: 0
18:50:59	 Tµi kho∂n: huutho	 Nh©n vÀt: TongTuLenh	 DWORD ID: 1198045084	 C p: 1	 IP: 14.165.115.197 : 59679	 Xu: 0	 TÊng ti“n vπn: 0
18:51:19	 Tµi kho∂n: samkul1	 Nh©n vÀt: ÖTi”uïB∏ïV≠¨ng	 DWORD ID: -439565124	 C p: 120	 IP: 115.76.54.208 : 65147	 Xu: 0	 TÊng ti“n vπn: 171696
18:51:58	 Tµi kho∂n: hung7641192	 Nh©n vÀt: bosssss1	 DWORD ID: 764975998	 C p: 120	 IP: 113.169.23.91 : 62528	 Xu: 0	 TÊng ti“n vπn: 265442
18:51:58	 Tµi kho∂n: phuhaiphongtran	 Nh©n vÀt: Kittty	 DWORD ID: -827727018	 C p: 1	 IP: 113.161.194.40 : 51210	 Xu: 0	 TÊng ti“n vπn: 0
18:52:36	 Tµi kho∂n: hung7641194	 Nh©n vÀt: ew2222	 DWORD ID: -326560170	 C p: 1	 IP: 113.169.23.91 : 62530	 Xu: 0	 TÊng ti“n vπn: 0
18:52:48	 Tµi kho∂n: nna1210vt03	 Nh©n vÀt: o0oPhongLyo0o	 DWORD ID: -251373142	 C p: 120	 IP: 14.191.185.30 : 52507	 Xu: 0	 TÊng ti“n vπn: 1400
18:53:18	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 1	 IP: 113.169.23.91 : 62532	 Xu: 0	 TÊng ti“n vπn: 0
18:53:33	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 1	 IP: 171.236.49.205 : 57592	 Xu: 0	 TÊng ti“n vπn: 0
18:53:41	 Tµi kho∂n: myhoa04	 Nh©n vÀt: HoaŸ•ï@4	 DWORD ID: 1959906828	 C p: 120	 IP: 125.212.175.111 : 15188	 Xu: 0	 TÊng ti“n vπn: 0
18:54:09	 Tµi kho∂n: kukhidn	 Nh©n vÀt: YangHÂŸM‚m	 DWORD ID: -566545901	 C p: 1	 IP: 123.19.11.135 : 57818	 Xu: 0	 TÊng ti“n vπn: 0
18:54:24	 Tµi kho∂n: minhkhoa	 Nh©n vÀt: SuHuynh	 DWORD ID: 1369872410	 C p: 1	 IP: 27.3.81.75 : 62040	 Xu: 0	 TÊng ti“n vπn: 0
18:54:44	 Tµi kho∂n: hung7641194	 Nh©n vÀt: ew2222	 DWORD ID: -326560170	 C p: 1	 IP: 113.169.23.91 : 62534	 Xu: 0	 TÊng ti“n vπn: 0
18:55:15	 Tµi kho∂n: haidong	 Nh©n vÀt: GhostDevil	 DWORD ID: 947001144	 C p: 120	 IP: 113.23.61.242 : 56704	 Xu: 0	 TÊng ti“n vπn: 999
18:57:07	 Tµi kho∂n: haidong1	 Nh©n vÀt: Ahihihi	 DWORD ID: -537394608	 C p: 1	 IP: 113.23.61.242 : 64594	 Xu: 0	 TÊng ti“n vπn: 0
18:57:19	 Tµi kho∂n: clannhada1	 Nh©n vÀt: LoLonChaBa	 DWORD ID: -825373595	 C p: 1	 IP: 42.113.25.160 : 49985	 Xu: 0	 TÊng ti“n vπn: 0
18:58:21	 Tµi kho∂n: hhtdhsg1	 Nh©n vÀt: ïƒXo∏yCh›uCh›u	 DWORD ID: -1905887755	 C p: 120	 IP: 171.239.144.33 : 54611	 Xu: 0	 TÊng ti“n vπn: 17784
18:58:42	 Tµi kho∂n: 8134612	 Nh©n vÀt: xxNxttt	 DWORD ID: 1408803507	 C p: 120	 IP: 1.53.84.204 : 57212	 Xu: 0	 TÊng ti“n vπn: 4116
18:59:01	 Tµi kho∂n: anhthikchat3	 Nh©n vÀt: pethikcb	 DWORD ID: 2141062928	 C p: 1	 IP: 171.236.49.205 : 31099	 Xu: 0	 TÊng ti“n vπn: 0
19:00:30	 Tµi kho∂n: tanthanh	 Nh©n vÀt: Th∏nhN˜BætC‰p	 DWORD ID: -257938856	 C p: 1	 IP: 171.235.191.174 : 61588	 Xu: 0	 TÊng ti“n vπn: 0
19:00:42	 Tµi kho∂n: trungtruc1	 Nh©n vÀt: Th«nŸL´i	 DWORD ID: 1654857523	 C p: 120	 IP: 115.77.33.190 : 64733	 Xu: 0	 TÊng ti“n vπn: 1000
19:00:51	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 1	 IP: 113.169.23.91 : 63398	 Xu: 0	 TÊng ti“n vπn: 0
19:01:09	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 120	 IP: 171.247.191.188 : 52967	 Xu: 0	 TÊng ti“n vπn: 13088
19:01:17	 Tµi kho∂n: q9game102	 Nh©n vÀt: Nh∆tŸR∏c	 DWORD ID: 968238644	 C p: 1	 IP: 14.169.171.222 : 62288	 Xu: 0	 TÊng ti“n vπn: 0
19:01:19	 Tµi kho∂n: anhthikchat	 Nh©n vÀt: pethiktv2	 DWORD ID: -1516497545	 C p: 120	 IP: 171.236.49.205 : 26904	 Xu: 0	 TÊng ti“n vπn: 6845
19:01:34	 Tµi kho∂n: volam91	 Nh©n vÀt: Ti™uŸPhong	 DWORD ID: -32641671	 C p: 120	 IP: 116.105.16.190 : 49331	 Xu: 0	 TÊng ti“n vπn: 14990
19:02:02	 Tµi kho∂n: vank63	 Nh©n vÀt: MrVank	 DWORD ID: -809538594	 C p: 1	 IP: 113.188.29.120 : 49171	 Xu: 0	 TÊng ti“n vπn: 0
19:02:24	 Tµi kho∂n: laihuynh3	 Nh©n vÀt: Th«yƒLÈcƒFuho	 DWORD ID: 1615927278	 C p: 120	 IP: 27.71.104.235 : 5559	 Xu: 0	 TÊng ti“n vπn: 14582
19:02:25	 Tµi kho∂n: kukhidn1	 Nh©n vÀt: SanBos1	 DWORD ID: -313206747	 C p: 1	 IP: 123.19.11.135 : 51341	 Xu: 0	 TÊng ti“n vπn: 0
19:03:09	 Tµi kho∂n: haidong2	 Nh©n vÀt: TienTien	 DWORD ID: -23299982	 C p: 1	 IP: 113.23.61.242 : 59444	 Xu: 0	 TÊng ti“n vπn: 0
19:03:35	 Tµi kho∂n: clannhada1	 Nh©n vÀt: LoLonChaBa	 DWORD ID: -825373595	 C p: 120	 IP: 42.113.25.160 : 54655	 Xu: 0	 TÊng ti“n vπn: 1000
19:03:40	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 120	 IP: 118.69.109.66 : 36730	 Xu: 0	 TÊng ti“n vπn: 17859
19:03:44	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 120	 IP: 42.119.159.49 : 27622	 Xu: 0	 TÊng ti“n vπn: 5722
19:03:47	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 1	 IP: 113.169.23.91 : 64974	 Xu: 9900	 TÊng ti“n vπn: 0
19:04:13	 Tµi kho∂n: trungtruc2	 Nh©n vÀt: Th«nŸB®ng	 DWORD ID: -1751287009	 C p: 120	 IP: 115.77.33.190 : 64804	 Xu: 0	 TÊng ti“n vπn: 1000
19:04:35	 Tµi kho∂n: minhkhoaa	 Nh©n vÀt: SuMuoi	 DWORD ID: -139006924	 C p: 1	 IP: 27.3.81.75 : 57501	 Xu: 0	 TÊng ti“n vπn: 0
19:04:38	 Tµi kho∂n: phodem1	 Nh©n vÀt: MaNhan	 DWORD ID: -226577383	 C p: 1	 IP: 14.168.143.94 : 49444	 Xu: 0	 TÊng ti“n vπn: 0
19:05:09	 Tµi kho∂n: minhkhoa	 Nh©n vÀt: SuHuynh	 DWORD ID: 1369872410	 C p: 120	 IP: 27.3.81.75 : 57504	 Xu: 0	 TÊng ti“n vπn: 700
19:05:10	 Tµi kho∂n: timeo01	 Nh©n vÀt: SFïCrazy	 DWORD ID: 407614207	 C p: 1	 IP: 1.54.251.6 : 9599	 Xu: 0	 TÊng ti“n vπn: 0
19:05:18	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 120	 IP: 14.191.185.30 : 52517	 Xu: 0	 TÊng ti“n vπn: 1200
19:05:35	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 120	 IP: 115.77.33.190 : 64809	 Xu: 0	 TÊng ti“n vπn: 5594
19:05:42	 Tµi kho∂n: trantrungbt1	 Nh©n vÀt: TestTest	 DWORD ID: 2022569681	 C p: 1	 IP: 27.2.76.181 : 64132	 Xu: 0	 TÊng ti“n vπn: 0
19:05:51	 Tµi kho∂n: cbcui5	 Nh©n vÀt: CÊŸL˘cŸNaŸTr∏t	 DWORD ID: -229397171	 C p: 120	 IP: 27.70.203.146 : 56934	 Xu: 0	 TÊng ti“n vπn: 3765
19:05:59	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 120	 IP: 171.236.49.205 : 65073	 Xu: 0	 TÊng ti“n vπn: 1000
19:06:01	 Tµi kho∂n: kukhidn1	 Nh©n vÀt: caytien1	 DWORD ID: 933966787	 C p: 1	 IP: 123.19.11.135 : 56730	 Xu: 0	 TÊng ti“n vπn: 0
19:06:11	 Tµi kho∂n: truongtien1993	 Nh©n vÀt: ForeverAlone	 DWORD ID: -200511561	 C p: 1	 IP: 171.252.153.103 : 29890	 Xu: 0	 TÊng ti“n vπn: 0
19:06:17	 Tµi kho∂n: involker	 Nh©n vÀt: Mr_Involker2	 DWORD ID: 1111345855	 C p: 1	 IP: 113.161.174.8 : 45399	 Xu: 0	 TÊng ti“n vπn: 0
19:06:29	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 120	 IP: 171.236.49.205 : 49471	 Xu: 0	 TÊng ti“n vπn: 1000
19:06:37	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 120	 IP: 42.119.159.49 : 6252	 Xu: 0	 TÊng ti“n vπn: 5722
19:07:22	 Tµi kho∂n: tandoi03	 Nh©n vÀt: TµnŸKi’p	 DWORD ID: 950578887	 C p: 1	 IP: 42.117.65.167 : 58449	 Xu: 0	 TÊng ti“n vπn: 0
19:07:25	 Tµi kho∂n: huutho1	 Nh©n vÀt: TraiLangPleiku	 DWORD ID: 1454993929	 C p: 1	 IP: 14.165.115.197 : 56421	 Xu: 0	 TÊng ti“n vπn: 0
19:07:43	 Tµi kho∂n: docanam119	 Nh©n vÀt: VaNhuYheEmDI	 DWORD ID: -1737769127	 C p: 1	 IP: 27.71.104.179 : 55279	 Xu: 0	 TÊng ti“n vπn: 0
19:07:59	 Tµi kho∂n: danh819063	 Nh©n vÀt: HoaLong	 DWORD ID: 705084451	 C p: 120	 IP: 1.55.182.85 : 9185	 Xu: 0	 TÊng ti“n vπn: 0
19:07:59	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 121	 IP: 113.169.23.91 : 64976	 Xu: 12700	 TÊng ti“n vπn: 518549
19:08:10	 Tµi kho∂n: kukhidn1	 Nh©n vÀt: tienvan	 DWORD ID: 1616497434	 C p: 1	 IP: 123.19.11.135 : 56741	 Xu: 0	 TÊng ti“n vπn: 0
19:08:42	 Tµi kho∂n: thanhtan	 Nh©n vÀt: ThµnhT n	 DWORD ID: 877088249	 C p: 120	 IP: 42.119.159.49 : 29367	 Xu: 0	 TÊng ti“n vπn: 13980
19:08:58	 Tµi kho∂n: samkul2	 Nh©n vÀt: Chﬁïƒïßπi	 DWORD ID: -508018156	 C p: 120	 IP: 115.76.54.208 : 10516	 Xu: 10	 TÊng ti“n vπn: 996
19:09:16	 Tµi kho∂n: weoweo9	 Nh©n vÀt: Huy“nŸThi™n	 DWORD ID: 995091567	 C p: 1	 IP: 42.114.22.42 : 56442	 Xu: 0	 TÊng ti“n vπn: 0
19:09:21	 Tµi kho∂n: involker	 Nh©n vÀt: Mr_Involker2	 DWORD ID: 1111345855	 C p: 120	 IP: 113.161.174.8 : 34564	 Xu: 0	 TÊng ti“n vπn: 1000
19:09:33	 Tµi kho∂n: kakaliw	 Nh©n vÀt: ïƒThi™nïL´i	 DWORD ID: 1989939827	 C p: 1	 IP: 117.6.95.27 : 38971	 Xu: 0	 TÊng ti“n vπn: 0
19:09:35	 Tµi kho∂n: q9game101	 Nh©n vÀt: NMŸBuff	 DWORD ID: 2009359122	 C p: 120	 IP: 14.169.171.222 : 58644	 Xu: 0	 TÊng ti“n vπn: 200
19:09:40	 Tµi kho∂n: pikutevt1	 Nh©n vÀt: AnhTenTrau	 DWORD ID: 1396957112	 C p: 120	 IP: 27.71.104.205 : 12328	 Xu: 0	 TÊng ti“n vπn: 28578
19:10:14	 Tµi kho∂n: haidong1	 Nh©n vÀt: ThienlaTien	 DWORD ID: 1203249039	 C p: 1	 IP: 113.23.61.242 : 59946	 Xu: 0	 TÊng ti“n vπn: 0
19:11:56	 Tµi kho∂n: timeo01	 Nh©n vÀt: SFïCrazy	 DWORD ID: 407614207	 C p: 120	 IP: 1.54.251.6 : 25391	 Xu: 0	 TÊng ti“n vπn: 1000
19:11:58	 Tµi kho∂n: timeo02	 Nh©n vÀt: MÃoïMÀpïMπp	 DWORD ID: -453356632	 C p: 120	 IP: 1.54.251.6 : 51858	 Xu: 0	 TÊng ti“n vπn: 2560
19:11:58	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 121	 IP: 113.169.23.91 : 64979	 Xu: 12700	 TÊng ti“n vπn: 438549
19:11:58	 Tµi kho∂n: tanthanh	 Nh©n vÀt: Th∏nhN˜BætC‰p	 DWORD ID: -257938856	 C p: 120	 IP: 171.235.191.174 : 54302	 Xu: 0	 TÊng ti“n vπn: 40
19:12:06	 Tµi kho∂n: duyhuy1	 Nh©n vÀt: LangTuDaTinh	 DWORD ID: 2073576735	 C p: 120	 IP: 171.252.153.38 : 65344	 Xu: 0	 TÊng ti“n vπn: 11374
