????	???????¨¤	?????¨¤¡À?	??????????	?????????¡Â??	?¨ª??	????	???¡Â??¡Á?	?¨º???¨¤¡À?	Level	
Lªnh Bµi §Şnh Quèc - CÊp 10	4	606	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp §Şnh Quèc Sø Gi¶ ®Ó ®æi lÊy <color=red>[§Şnh Quèc Ng©n TÇm Yªu §¸I - CÊp 10]	0	1	
Lªnh Bµi §Şnh Quèc - CÊp 10	4	607	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp §Şnh Quèc Sø Gi¶ ®Ó ®æi lÊy <color=red>[§Şnh Quèc Xİch QuyÒn NhuyÔn Ngoa - CÊp 10]	0	1	
Lªnh Bµi §Şnh Quèc - CÊp 10	4	608	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp §Şnh Quèc Sø Gi¶ ®Ó ®æi lÊy <color=red>[§Şnh Quèc Tö §»ng Hé UyÓn - CÊp 10]	0	1	
R­¬ng Ng©n L­îng S¬ CÊp	4	609	\spr\item\script\yunyoulihe.spr	367	1	1	Sö dông ®Ó nhËn ®­îc 500 - 150000 l­îng	0	1	
Hép Quµ ChiÕn Th¾ng	4	610	\spr\item\script\jiefang_jieri\200804\luckybox.spr	428	1	1	Më ra nhËn ®­îc nguyªn liÖu mõng ngµy <color=yellow>Gi¶i Phãng MiÒn Nam 02-09	1	1	
M¶nh cê 1	4	611	\spr\item\script\jiefang_jieri\200804\qisuipian1.spr	428	1	1	"Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter>"	1	1	
M¶nh cê 2	4	612	\spr\item\script\jiefang_jieri\200804\qisuipian2.spr	428	1	1	"Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter>"	1	1	
M¶nh cê 3	4	613	\spr\item\script\jiefang_jieri\200804\qisuipian3.spr	428	1	1	"Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter>"	1	1	
M¶nh cê 4	4	614	\spr\item\script\jiefang_jieri\200804\qisuipian4.spr	428	1	1	"Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter>"	1	1	
L¸ Cê ChiÕn Th¾ng	4	615	\spr\item\script\jiefang_jieri\200804\zhanshengqi.spr	428	2	2	L¸ Cê ChiÕn Th¾ng mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc rÊt nhiÒu kinh nghiÖm.	1	1	
Trèng	4	616	\spr\item\songjin\wardrum.spr	428	1	1	Trèng vang lªn b¸o hiÖu giê phót huy hoµng cña d©n téc.	1	1	
ChiÕc Mò ChiÕn SÜ	4	617	\spr\304\chiec-mu-chien-si.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
§«i Giµy Bé §éi	4	618	\spr\304\doi-giay-bo-doi.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
TÊm ¸o ChiÕn SÜ	4	619	\spr\304\tam-ao-chien-si.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
ChiÕc vâng Tr­êng S¬n	4	620	\spr\304\chiec-vong-truong-son.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Ba l« Con Cãc	4	621	\spr\304\ba-lo-con-coc.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Thiªn S¬n TuyÕt Liªn Cao CÊp	4	622	\spr\item\script\tianshanxuelian.spr	445	1	1	"Lo¹i hoa trªn nói C­¬ng S¬n, t¨ng cÊp nh©n vËt tõ level 1 lªn 126"	0	1	
Ngäc C­êng Hãa Cao CÊp	4	623	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo vò khİ xanh. Gióp t¨ng c­êng hãa cña vò khİ.<enter><color=yellow>C­êng hãa: +11 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	624	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo vò khİ xanh. Gióp t¨ng c­êng hãa cña vò khİ.<enter><color=yellow>C­êng hãa: +12 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	625	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo vò khİ xanh. Gióp t¨ng c­êng hãa cña vò khİ.<enter><color=yellow>C­êng hãa: +13 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	626	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo vò khİ xanh. Gióp t¨ng c­êng hãa cña vò khİ.<enter><color=yellow>C­êng hãa: +14 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	627	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo vò khİ xanh. Gióp t¨ng c­êng hãa cña vò khİ.<enter><color=yellow>C­êng hãa: +15 CÊp<color>	0	1	
Qu¶ Hoµng Kim (tiÓu)	4	628	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	Lo¹i qu¶ quı hiÕm ®­îc sö dông sÏ gia t¨ng <color=red>1 ®iÓm kinh nghiÖm<color> cña Kü N¨ng ChuyÓn Sinh 1	0	1	
Qu¶ Hoµng Kim (trung)	4	629	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	Lo¹i qu¶ quı hiÕm ®­îc sö dông sÏ gia t¨ng <color=yellow>2 ®iÓm kinh nghiÖm<color> cña Kü N¨ng ChuyÓn Sinh 1	0	1	
Qu¶ Hoµng Kim §¹i	4	630	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	Lo¹i qu¶ thÇn bİ ®­îc h¸I tõ C©y Hoµng Kim §¹i<enter>Sö dông nhËn ®­îc <color=yellow>30.000.000 kinh nghiÖm	0	1	
§¹i Kim Nguyªn B¶o	4	631	\spr\item\daiknb.spr	41	1	1	Bªn trong chøa ®ùng 10 viªn Kim Nguyªn B¶o<enter><color=red>NhÊp chuét ph¶I ®Ó sö dông	0	1	
Lôc §Ëu	4	632	\spr\quandat\lucdau.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
M·nh ThŞt	4	633	\spr\quandat\manhthit.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
D­a HÊu	4	634	\spr\quandat\duahau.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
Kho¸ng VËt	4	635	\spr\quandat\khoangvat.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
T©m Th¶o	4	636	\spr\quandat\tamthao.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
§ång B¹c	4	637	\spr\quandat\dongbac.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
C¬m	4	638	\spr\quandat\com.spr	41	1	1	"VËt phÈm nhiÖm vô t©n thñ, kh«ng cã gi¸ trŞ bµy b¸n."	0	1	
M·nh Kim Phong	4	639	\spr\item\script\item_huangjintupu.spr	41	1	1	"Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong Tù Chän, NgÉu Nhiªn Option<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>"	1	1	
Kim Phong Kú L©n HuyÕt	4	640	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong §o¹t Hån Ngäc §¸i	4	641	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong Thiªn Lı Th¶o Th­îng Phi	4	642	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong HËu NghÖ DÉn Cung	4	643	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong Thanh D­¬ng Kh«i	4	644	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong Lan §×nh Ngäc	4	645	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong §ång T­íc Xu©n Th©m	4	646	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Kim Phong C«ng CÈn Tam Th¸n	4	647	\spr\item\script\item_huangjintupu.spr	41	1	1	Thu thËp ®ñ <color=red>50 M·nh<color> ®Ó ghĞp thµnh 1 trang bŞ Kim Phong<enter>GhĞp t¹i <color=green>NPC Thî RÌn<color>	1	1	
Thiªn S¬n B¶o Lé Nhãm	4	648	\spr\item\medecine\tianshanyulu.spr	41	1	1	T¨ng <color=green>5% May M¾n<color> trong 30 phót cho toµn bé thµnh viªn trong nhãm<enter>L­u ı: Céng dån cïng vËt phÈm May M¾n Nhãm.	1	1	
QuÕ Hoa Töu Nhãm	4	649	\spr\item\medecine\zq_icon_004.spr	41	1	1	T¨ng <color=green>10% May M¾n<color> trong 30 phót cho toµn bé thµnh viªn trong nhãm<enter>L­u ı: Céng dån cïng vËt phÈm May M¾n Nhãm.	1	1	
May M¾n Nhãm	4	650	\spr\item\vnxmas2007\wuse_bingjin.spr	41	1	1	"T¨ng 10% May M¾n, x2 x¸c suÊt r¬i ng©n l­îng, trang bŞ trong 1 giê cho toµn bé thµnh viªn trong tæ ®éi<enter>L­u ı: chØ ¸p dông khi luyÖn c«ng, kh«ng cã t¸c dông víi Boss"	1	1	
Hång Bao Cao CÊp	4	651	\spr\thanh\vuotai.spr	41	1	1	Më ra sÏ nhËn ®­îc phÇn th­ëng quı gi¸ 	1	1	
Tiªn Th¶o Lé S­ §å 	4	652	\spr\item\medecine\xiancaolu_sp.spr	41	1	1	T¨ng 2 lÇn kinh nghiÖm khi ®¸nh qu¸i trong 1 giê <enter><color=green>Giíi h¹n sö dông: 4 b×nh / ngµy	0	1	7200000
Thiªn S¬n B¶o Lé 	4	653	\spr\item\medecine\tianshanyulu.spr	41	1	1	T¨ng <color=green>15% May M¾n<color> trong 10 phót<enter>L­u ı: Kh«ng cã t¸c dông nÕu mang theo trang bŞ may m¾n trªn ng­êi	0	1	
QuÕ Hoa Töu	4	654	\spr\item\medecine\zq_icon_004.spr	376	1	1	T¨ng <color=green>30% May M¾n<color> trong 10 phót<enter>L­u ı: Kh«ng cã t¸c dông nÕu mang theo trang bŞ may m¾n trªn ng­êi	0	1	
M·nh Ngùa Xİch Thè	4	655	\spr\item\citydefence\bigfragment.spr	330	1	1	Thu thËp ®ñ 100 M·nh cã thÓ ghĞp thµnh <color=yellow>Xİch Thè <color><enter>ChÕ t¹o t¹i: <color=green>B¸n Ngùa<color>	1	1	
M·nh Ngùa ChiÕu D¹	4	656	\spr\item\citydefence\bigfragment.spr	330	1	1	Thu thËp ®ñ 100 M·nh cã thÓ ghĞp thµnh <color=yellow>ChiÕu D¹ Ngäc S­ Tö  <color><enter>ChÕ t¹o t¹i: <color=green>B¸n Ngùa<color>	1	1	
M·nh Hoµng Kim M«n Ph¸i	4	657	\spr\item\citydefence\bigfragment.spr	330	1	1	Thu thËp ®ñ <color=red>50 m·nh<color> ®Ó hîp thµnh Hoµng Kim M«n Ph¸i<enter>GÆp <color=green>NPC Thî RÌn<color> ®Ó chÕ t¹o<enter>L­u ı: Click chuét ph¶i ®Ó xÕp chång.	1	1	
LÖnh Bµi Vi S¬n §¶o	4	658	\spr\item\questkey\006.spr	385	1	1	Tİn vËt ®Ó vµo b¶n ®å Vi S¬n §¶o<enter>Mang ®Õn BÕn Tµu - Th«n Lµng ®Ó di chuyÓn.	0	1	
Tèng Kim B¶o R­¬ng	4	659	\spr\item\birthday_jieri\200905\tiancibaoxiang.spr	367	1	1	Më ra nhËn ®­îc b¶o vËt	1	1	
xxxxxxxxxxxxxxx	4	660	\spr\item\citydefence\bigfragment.spr	330	6	10	Gióp c¸c b¹n trë vÒ thµnh nhanh chèng <enter>NhÊp chuét ph¶I ®Ó sö dông	0	1	
G¹o TÎ 	4	661	\spr\item\newyear2008\nuomi.spr	363	1	1	Nguyªn liÖu nÊu Ch¸o L¹p B¸t	0	1	
§Ëu Xanh	4	662	\spr\item\newyear2008\lvdou.spr	361	1	1	Nguyªn liÖu nÊu Ch¸o L¹p B¸t	0	1	
ThŞt Heo	4	663	\spr\item\questkey\taskobj398.spr	364	1	1	Nguyªn liÖu nÊu Ch¸o L¹p B¸t	0	1	
An Bang Tinh LuyÖn Th¹ch	4	664	\spr\item\questkey\nanmingzhijing.spr	41	1	1	Nguyªn liÖu chÕ t¹o trang bŞ An Bang<enter>T¨ng <color=green>2%<color> x¸c suÊt kh¶m n¹m	1	1	
§Şnh Quèc Tinh LuyÖn Th¹ch	4	665	\spr\item\questkey\taskobj125.spr	41	1	1	Nguyªn liÖu chÕ t¹o trang bŞ §Şnh Quèc<enter>T¨ng <color=green>2%<color> x¸c suÊt kh¶m n¹m	1	1	
Hoµng Kim Tinh LuyÖn Th¹ch	4	666	\spr\item\questkey\taskobj056.spr	41	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i<enter>T¨ng <color=green>5%<color> x¸c suÊt kh¶m n¹m	1	1	
xxxxxxxxxxxxxxx	4	667	\spr\vng\item\201205\hatmam.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
xxxxxxxxxxxxxxx	4	668	\spr\vng\item\womenday2011\colorful_seed.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
xxxxxxxxxxxxxxx	4	669	\spr\item\questkey\seed_lucky.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
xxxxxxxxxxxxxxx	4	670	\spr\item\questkey\seed_rose.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
xxxxxxxxxxxxxxx	4	671	\spr\item\questkey\seed_crystal.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
xxxxxxxxxxxxxxx	4	672	\spr\item\questkey\seed_gold.spr	380	1	1	xxxxxxxxxxxxxxx	0	1	
H¹t May M¾n	4	673	\spr\item\questkey\seed_lucky.spr	380	1	1	Lo¹i h¹t quı tõ §¶o §µo Hoa. Sö dông nhËn ®­îc <color=green>1.000.000 kinh nghiÖm / phót<color> t¹i sù kiÖn §µo Hoa LuËn KiÕm	0	1	
H¹t Hoa Hång	4	674	\spr\item\questkey\seed_rose.spr	380	1	1	Lo¹i h¹t quı tõ §¶o §µo Hoa. Sö dông nhËn ®­îc <color=green>1.300.000 kinh nghiÖm / phót<color> t¹i sù kiÖn §µo Hoa LuËn KiÕm	0	1	
H¹t Thñy Tinh	4	675	\spr\item\questkey\seed_crystal.spr	380	1	1	Lo¹i h¹t quı tõ §¶o §µo Hoa. Sö dông nhËn ®­îc <color=green>1.600.000 kinh nghiÖm / phót<color> t¹i sù kiÖn §µo Hoa LuËn KiÕm	0	1	
H¹t Hoµng Kim	4	676	\spr\item\questkey\seed_gold.spr	380	1	1	Lo¹i h¹t quı tõ §¶o §µo Hoa. Sö dông nhËn ®­îc <color=green>2.000.000 kinh nghiÖm / phót<color> t¹i sù kiÖn §µo Hoa LuËn KiÕm	0	1	
HuyÒn Tinh 1	4	677	\spr\item\script\item_xuanjingkuangshi.spr	333	1	1	Nguyªn liÖu ph©n r· trang bŞ Hoµng Kim	1	1	
L¸ Cê ChiÕn Th¾ng ( §Æt BiÖt )	4	678	\spr\item\script\jiefang_jieri\200804\zhanshengqi.spr	428	2	2	L¸ Cê ChiÕn Th¾ng mõng ngµy 02-09<enter>Sö dông sÏ nhËn ®­îc rÊt nhiÒu kinh nghiÖm vµ nh÷ng Item gi¸ trŞ .	1	1	
Hép Quµ Quèc Kh¸nh	4	679	\spr\item\script\jiefang_jieri\200804\luckybox.spr	428	1	1	Më ra nhËn ®­îc nguyªn liÖu mõng ngµy <color=yellow>Quèc Kh¸nh 02-09	1	1	
Hoa Hång §á	4	680	\spr\item\script\vanlentine2007\pure_rose.spr	330	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
N¬ ®á	4	681	\spr\item\script\hongse_hudiejie.spr	330	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
GiÊy gãi hoa	4	682	\spr\item\script\bolizhi.spr	330	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa hång xanh	4	683	\spr\item\questkey\blueflower.spr	41	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa cóc vµng	4	684	\spr\item\qingming\mum_y.spr	41	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa cóc tr¾ng	4	685	\spr\item\qingming\mum_w.spr	41	1	1	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Cµnh hoa cóc	4	686	\spr\item\funvjie_jieri\200803\jihuazhi.spr	330	1	1	Mang ®Õn LÔ Quan ®Ó gãi l¹i thµnh bã hoa cóc. (Ng­êi ch¬i ®¼ng cÊp trªn 50 ®· n¹p thÎ)<enter><color=blue>H¹n sö dông: 24:00 ngµy 16-03-2008<color>	1	1	
Bã hoa hång	4	687	\spr\item\funvjie_jieri\200803\shumeigui.spr	330	1	2	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em. (Ng­êi ch¬i ®¼ng cÊp trªn 50 ®· n¹p thÎ)"	1	1	
Bã hoa cóc	4	688	\spr\item\funvjie_jieri\200803\shujuhua.spr	330	1	2	"Nh©n ngµy quèc tÕ phô n÷ 20/10, d©ng tÆng bã hoa cóc th¬m ng¸t cho c¸c chŞ em. (Ng­êi ch¬i ®¼ng cÊp trªn 50 ®· n¹p thÎ)"	1	1	
Hoa cóc tİm	4	689	\spr\item\qingming\mum_p.spr	41	1	1	Lo¹i hoa cóc tİm chØ ai cã duyªn míi nh×n thÊy	1	1	
C©y Bót	4	690	\spr\item\script\maobi.spr	41	1	1	C«ng cô ghi chĞp l¹i kinh nghiÖm sèng	1	1	
Lä Mùc 	4	691	\spr\item\script\moshui.spr	41	1	1	Nguyªn liÖu ®Ó trao dåi kiÕn thøc 	1	1	
Lä Mùc Xanh	4	692	\spr\item\script\lansemoshui.spr	41	1	1	Nguyªn liÖu ®Ó trao dåi kiÕn thøc 	1	1	
S¸ch §¹o §øc	4	693	\spr\item\script\daodeshu.spr	41	1	1	"Tiªn häc lÔ hËu häc v¨n, d¹y c¸ch lµm ng­êi<enter> <color=green>Sö dông nhËn ®­îc 700.000 Kinh NghiÖm"	1	1	
GiÊy Tr¾ng	4	694	\spr\item\script\201107\xuanzhi.spr	41	1	1	Nguyªn liÖu ®Ó trao dåi kiÕn thøc 	1	1	
S¸ch V¨n Hãa	4	695	\spr\item\script\wenxueshu.spr	41	1	1	Chøa nh÷ng kiÕn thøc quı b¸u vµ cÇn thiÕt trong cuéc sèng<enter><color=green> Sö dông nhËn ®­îc 1.000.000 Kinh NghiÖm	1	1	
Cuèn S¸ch	4	696	\spr\item\script\lishishu.spr	41	1	1	Nguyªn liÖu ®Ó trao dåi kiÕn thøc 	1	1	
B¶o R­¬ng Sù KiÖn	4	697	\spr\item\oldbox\oldbox.spr	41	1	1	Bªn trong chøa nhiÒu b¶o vËt quİ hiÕm trong thiªn h¹. §Ó më ra ph¶i t×m 1 ch×a khãa cã cïng m· sè	1	1	
Nguyªn LiÖu Lµm B¸nh	4	698	\spr\item\obj_item_gifts.spr	345	1	1	NhÊp chuét ph¶i ®Ó lÊy nguyªn liÖu lµm b¸nh.<enter><color=blue>H¹n sö dông: 17:00 ngµy 31-03-2021<color>	1	1	
Hoa tuyÕt	4	699	\spr\item\christmas2006\snowflake.spr	41	1	1	Nguyªn liÖu lµm ng­êi tuyÕt.	1	1	
Cµnh th«ng	4	700	\spr\item\christmas2006\xmasbranch.spr	41	1	1	Nguyªn liÖu lµm ng­êi tuyÕt.	1	1	
Nãn gi¸ng sinh	4	701	\spr\item\christmas2006\xmascap.spr	41	1	1	Nguyªn liÖu lµm ng­êi tuyÕt.	1	1	
Kh¨n choµng (xanh)	4	702	\spr\item\christmas2006\greenscarf.spr	41	1	1	Nguyªn liÖu lµm ng­êi tuyÕt.	1	1	
Kh¨n choµng (®á)	4	703	\spr\item\christmas2006\redscarf.spr	41	1	1	Nguyªn liÖu lµm ng­êi tuyÕt.	1	1	
C©y th«ng	4	704	\spr\item\christmas2006\xmastree.spr	41	1	1	50 C©y Th«ng Cã ThÓ §æi 1 Trang BŞ Thiªn Hoµng	1	1	
Ng­êi tuyÕt choµng kh¨n xanh (th­êng)	4	705	\spr\item\christmas2006\snowman_greenscarf.spr	461	1	1	Ng­êi tuyÕt th­êng. <enter><color=green>NhÊp Chuét Ph¶i §Ó Sö Dông	1	1	
Ng­êi tuyÕt choµng kh¨n ®á (®Æc biÖt)	4	706	\spr\item\christmas2006\snowman_redscarf.spr	461	1	1	Ng­êi tuyÕt ®Æc biÖt. <enter><color=green>NhÊp Chuét Ph¶i §Ó Sö Dông	1	1	
LÖnh Bµi D· TÈu	4	707	\spr\item\vietnam\leaguematch\icon_league_copper.spr	41	1	1	Sö dông hoµn thµnh nhanh nhiÖm vô. <enter><color=green>NhÊp Chuét Ph¶i §Ó Sö Dông.	0	1	
§¹i Thµnh Bi Kip 120	4	708	\spr\item\questkey\quyuanmifang.spr	41	1	1	Sö dông ®Ò thµnh thôc tÊt c¶ kü n¨ng 120 cña m«n ph¸i.  <enter><color=green>NhÊp Chuét Ph¶i §Ó Sö Dông.	0	1	
ThÇn Hµnh Phï	4	709	\spr\item\special\Obj_TownPortal_l.spr	41	1	1	"ThÇn Hµnh ThuËt, lµm cho ®¹i hiÖp ®i bÊt cø thµnh thŞ th«n trÊn chØ ®Şnh nµo"	0	1	
