[2018/08/17 17:08:25] 5176492 -- Subscribe Channel: 000001D2 by (674110AC,00000399)
[2018/08/17 17:11:37] 5180776 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180777 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180778 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180779 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180780 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180781 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180782 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180783 -- Query ChannelID: \T115 from (674110AC, 000002C5)
[2018/08/17 17:11:37] 5180784 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180785 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180786 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180787 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180788 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180789 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180790 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180791 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180792 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180793 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180794 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180795 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180796 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:37] 5180797 -- Subscribe Channel: 0000037E by (674110AC,000002C5)
[2018/08/17 17:11:40] 5180798 -- Query ChannelID: \T19 from (674110AC, 000001FD)
[2018/08/17 17:11:40] 5180799 -- Subscribe Channel: 000000C1 by (674110AC,000001FD)
[2018/08/17 17:11:40] 5180800 -- player login: nhokhiqn1 [QuocHuy] (674110AC, 00000436)
[2018/08/17 17:11:40] 5180801 -- Query ChannelID: \S from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180802 -- Query ChannelID: 世界 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180803 -- Query ChannelID: \F0 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180804 -- Query ChannelID: GM from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180805 -- Query ChannelID: \B from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180806 -- sync friend list: QuocHuy (full)
[2018/08/17 17:11:40] 5180807 -- Query ChannelID: \S from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180808 -- Query ChannelID: 世界 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180809 -- Query ChannelID: \F0 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180810 -- Query ChannelID: GM from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180811 -- Query ChannelID: \B from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180812 -- Query ChannelID: \O475618624 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180813 -- Query ChannelID: \S from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180814 -- Query ChannelID: 世界 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180815 -- Query ChannelID: \F0 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180816 -- Query ChannelID: GM from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180817 -- Query ChannelID: \B from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180818 -- Query ChannelID: \O475618624 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180819 -- Query ChannelID: \S from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180820 -- Query ChannelID: 世界 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180821 -- Query ChannelID: \F0 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180822 -- Query ChannelID: GM from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180823 -- Query ChannelID: \B from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180824 -- Query ChannelID: \O475618624 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180825 -- Query ChannelID: \S from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180826 -- Query ChannelID: 世界 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180827 -- Query ChannelID: \F0 from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180828 -- Query ChannelID: GM from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180829 -- Query ChannelID: \B from (674110AC, 00000436)
[2018/08/17 17:11:40] 5180830 -- Query ChannelID: \O475618624 from (674110AC, 00000436)
[2018/08/17 17:11:43] 5180831 -- Subscribe Channel: 00000002 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180832 -- Subscribe Channel: 00000001 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180833 -- Subscribe Channel: 00000008 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180834 -- Subscribe Channel: GM <00000000> by (674110AC,00000436)
[2018/08/17 17:11:43] 5180835 -- Subscribe Channel: 00000004 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180836 -- Subscribe Channel: 00000002 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180837 -- Subscribe Channel: 00000001 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180838 -- Subscribe Channel: 00000008 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180839 -- Subscribe Channel: GM <00000000> by (674110AC,00000436)
[2018/08/17 17:11:43] 5180840 -- Subscribe Channel: 00000004 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180841 -- Subscribe Channel: 000000F5 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180842 -- Subscribe Channel: 00000002 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180843 -- Subscribe Channel: 00000001 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180844 -- Subscribe Channel: 00000008 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180845 -- Subscribe Channel: GM <00000000> by (674110AC,00000436)
[2018/08/17 17:11:43] 5180846 -- Subscribe Channel: 00000004 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180847 -- Subscribe Channel: 000000F5 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180848 -- Subscribe Channel: 00000002 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180849 -- Subscribe Channel: 00000001 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180850 -- Subscribe Channel: 00000008 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180851 -- Subscribe Channel: GM <00000000> by (674110AC,00000436)
[2018/08/17 17:11:43] 5180852 -- Subscribe Channel: 00000004 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180853 -- Subscribe Channel: 000000F5 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180854 -- Subscribe Channel: 00000002 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180855 -- Subscribe Channel: 00000001 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180856 -- Subscribe Channel: 00000008 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180857 -- Subscribe Channel: GM <00000000> by (674110AC,00000436)
[2018/08/17 17:11:43] 5180858 -- Subscribe Channel: 00000004 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180859 -- Subscribe Channel: 000000F5 by (674110AC,00000436)
[2018/08/17 17:11:43] 5180860 -- try reclient: db - 172.16.65.103
[2018/08/17 17:11:43] 5180861 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:11:46] 5180862 -- Query ChannelID: \T14 from (674110AC, 00000436)
[2018/08/17 17:11:46] 5180863 -- Subscribe Channel: 0000023B by (674110AC,00000436)
[2018/08/17 17:11:46] 5180864 -- Unsubscribe Channel: 00000376 by (674110AC,00000092)
[2018/08/17 17:11:46] 5180865 -- Query ChannelID: \T2 from (674110AC, 00000092)
[2018/08/17 17:11:46] 5180866 -- player logout: legiap
[2018/08/17 17:11:46] 5180867 -- Subscribe Channel: 00000011 by (674110AC,00000092)
[2018/08/17 17:11:49] 5180868 -- Unsubscribe Channel: 000000C1 by (674110AC,000001FD)
[2018/08/17 17:11:49] 5180869 -- Query ChannelID: \T44 from (674110AC, 000001FD)
[2018/08/17 17:11:49] 5180870 -- Subscribe Channel: 00000271 by (674110AC,000001FD)
[2018/08/17 17:11:52] 5180871 -- player login: nnd2213 [Zumimi] (674110AC, 00000438)
[2018/08/17 17:11:52] 5180872 -- Query ChannelID: \S from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180873 -- Query ChannelID: 世界 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180874 -- Query ChannelID: \F4 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180875 -- Query ChannelID: GM from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180876 -- Query ChannelID: \B from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180877 -- sync friend list: Zumimi (full)
[2018/08/17 17:11:52] 5180878 -- Query ChannelID: \S from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180879 -- Query ChannelID: 世界 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180880 -- Query ChannelID: \F4 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180881 -- Query ChannelID: GM from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180882 -- Query ChannelID: \B from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180883 -- Query ChannelID: \S from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180884 -- Query ChannelID: 世界 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180885 -- Query ChannelID: \F4 from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180886 -- Query ChannelID: GM from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180887 -- Query ChannelID: \B from (674110AC, 00000438)
[2018/08/17 17:11:52] 5180888 -- Subscribe Channel: 00000002 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180889 -- Subscribe Channel: 00000001 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180890 -- Subscribe Channel: 00000003 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180891 -- Subscribe Channel: GM <00000000> by (674110AC,00000438)
[2018/08/17 17:11:52] 5180892 -- Subscribe Channel: 00000004 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180893 -- Subscribe Channel: 00000002 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180894 -- Subscribe Channel: 00000001 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180895 -- Subscribe Channel: 00000003 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180896 -- Subscribe Channel: GM <00000000> by (674110AC,00000438)
[2018/08/17 17:11:52] 5180897 -- Subscribe Channel: 00000004 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180898 -- Subscribe Channel: 00000002 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180899 -- Subscribe Channel: 00000001 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180900 -- Subscribe Channel: 00000003 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180901 -- Subscribe Channel: GM <00000000> by (674110AC,00000438)
[2018/08/17 17:11:52] 5180902 -- Subscribe Channel: 00000004 by (674110AC,00000438)
[2018/08/17 17:11:52] 5180903 -- Query ChannelID: \T87 from (674110AC, 00000095)
[2018/08/17 17:11:52] 5180904 -- Subscribe Channel: 00000188 by (674110AC,00000095)
[2018/08/17 17:11:52] 5180905 -- player login: nnd1322 [VD_Net] (674110AC, 00000439)
[2018/08/17 17:11:52] 5180906 -- Query ChannelID: \S from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180907 -- Query ChannelID: 世界 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180908 -- Query ChannelID: \F7 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180909 -- Query ChannelID: GM from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180910 -- Query ChannelID: \B from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180911 -- sync friend list: VD_Net (full)
[2018/08/17 17:11:52] 5180912 -- Query ChannelID: \S from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180913 -- Query ChannelID: 世界 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180914 -- Query ChannelID: \F7 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180915 -- Query ChannelID: GM from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180916 -- Query ChannelID: \B from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180917 -- Query ChannelID: \S from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180918 -- Query ChannelID: 世界 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180919 -- Query ChannelID: \F7 from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180920 -- Query ChannelID: GM from (674110AC, 00000439)
[2018/08/17 17:11:52] 5180921 -- Query ChannelID: \B from (674110AC, 00000439)
[2018/08/17 17:11:55] 5180922 -- Subscribe Channel: 00000002 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180923 -- Subscribe Channel: 00000001 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180924 -- Subscribe Channel: 00000006 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180925 -- Subscribe Channel: GM <00000000> by (674110AC,00000439)
[2018/08/17 17:11:55] 5180926 -- Subscribe Channel: 00000004 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180927 -- Subscribe Channel: 00000002 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180928 -- Subscribe Channel: 00000001 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180929 -- Subscribe Channel: 00000006 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180930 -- Subscribe Channel: GM <00000000> by (674110AC,00000439)
[2018/08/17 17:11:55] 5180931 -- Subscribe Channel: 00000004 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180932 -- Subscribe Channel: 00000002 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180933 -- Subscribe Channel: 00000001 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180934 -- Subscribe Channel: 00000006 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180935 -- Subscribe Channel: GM <00000000> by (674110AC,00000439)
[2018/08/17 17:11:55] 5180936 -- Subscribe Channel: 00000004 by (674110AC,00000439)
[2018/08/17 17:11:55] 5180937 -- try reclient: db - 172.16.65.103
[2018/08/17 17:11:55] 5180938 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:11:58] 5180939 -- Unsubscribe Channel: 00000376 by (674110AC,00000116)
[2018/08/17 17:11:58] 5180940 -- Query ChannelID: \T2 from (674110AC, 00000116)
[2018/08/17 17:11:58] 5180941 -- Subscribe Channel: 00000011 by (674110AC,00000116)
[2018/08/17 17:11:58] 5180942 -- player logout: khanghy15
[2018/08/17 17:12:01] 5180943 -- player logout: legiap
[2018/08/17 17:12:01] 5180944 -- Query ChannelID: \T42 from (674110AC, 00000438)
[2018/08/17 17:12:01] 5180945 -- Subscribe Channel: 00000250 by (674110AC,00000438)
[2018/08/17 17:12:04] 5180946 -- Unsubscribe Channel: 00000271 by (674110AC,000001FD)
[2018/08/17 17:12:04] 5180947 -- Unsubscribe Channel: 00000250 by (674110AC,0000010F)
[2018/08/17 17:12:04] 5180948 -- Unsubscribe Channel: 000000C1 by (674110AC,00000047)
[2018/08/17 17:12:04] 5180949 -- Query ChannelID: \T44 from (674110AC, 00000047)
[2018/08/17 17:12:04] 5180950 -- Subscribe Channel: 00000271 by (674110AC,00000047)
[2018/08/17 17:12:04] 5180951 -- Unsubscribe Channel: 00000352 by (674110AC,00000125)
[2018/08/17 17:12:04] 5180952 -- Query ChannelID: \T42 from (674110AC, 00000125)
[2018/08/17 17:12:04] 5180953 -- Subscribe Channel: 00000250 by (674110AC,00000125)
[2018/08/17 17:12:07] 5180954 -- Unsubscribe Channel: 00000253 by (674110AC,00000284)
[2018/08/17 17:12:07] 5180955 -- Query ChannelID: \T58 from (674110AC, 00000284)
[2018/08/17 17:12:07] 5180956 -- Subscribe Channel: 0000025F by (674110AC,00000284)
[2018/08/17 17:12:07] 5180957 -- Query ChannelID: \T68 from (674110AC, 00000306)
[2018/08/17 17:12:07] 5180958 -- Subscribe Channel: 00000052 by (674110AC,00000306)
[2018/08/17 17:12:07] 5180959 -- player logout: vietlinhvt123
[2018/08/17 17:12:07] 5180960 -- try reclient: db - 172.16.65.103
[2018/08/17 17:12:07] 5180961 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:12:10] 5180962 -- Unsubscribe Channel: 00000245 by (674110AC,00000202)
[2018/08/17 17:12:13] 5180963 -- Query ChannelID: \T88 from (674110AC, 00000202)
[2018/08/17 17:12:13] 5180964 -- Subscribe Channel: 00000245 by (674110AC,00000202)
[2018/08/17 17:12:13] 5180965 -- player logout: legiap
[2018/08/17 17:12:13] 5180966 -- Unsubscribe Channel: 00000185 by (674110AC,000001FC)
[2018/08/17 17:12:13] 5180967 -- Query ChannelID: \T19 from (674110AC, 000001FC)
[2018/08/17 17:12:13] 5180968 -- Subscribe Channel: 000000C1 by (674110AC,000001FC)
[2018/08/17 17:12:13] 5180969 -- Query ChannelID: \T19 from (674110AC, 000001FD)
[2018/08/17 17:12:13] 5180970 -- Subscribe Channel: 000000C1 by (674110AC,000001FD)
[2018/08/17 17:12:16] 5180971 -- Unsubscribe Channel: 00000245 by (674110AC,00000202)
[2018/08/17 17:12:16] 5180972 -- player logout: khanghy15
[2018/08/17 17:12:16] 5180973 -- player login: huycaybosss3 [QuocLam] (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180974 -- Query ChannelID: \S from (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180975 -- Query ChannelID: 世界 from (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180976 -- Query ChannelID: \F2 from (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180977 -- Query ChannelID: GM from (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180978 -- Query ChannelID: \B from (674110AC, 0000043E)
[2018/08/17 17:12:16] 5180979 -- sync friend list: QuocLam (full)
[2018/08/17 17:12:19] 5180980 -- Query ChannelID: \S from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180981 -- Query ChannelID: 世界 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180982 -- Query ChannelID: \F2 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180983 -- Query ChannelID: GM from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180984 -- Query ChannelID: \B from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180985 -- Query ChannelID: \O475618624 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180986 -- Query ChannelID: \S from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180987 -- Query ChannelID: 世界 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180988 -- Query ChannelID: \F2 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180989 -- Query ChannelID: GM from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180990 -- Query ChannelID: \B from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180991 -- Query ChannelID: \O475618624 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180992 -- Query ChannelID: \S from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180993 -- Query ChannelID: 世界 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180994 -- Query ChannelID: \F2 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180995 -- Query ChannelID: GM from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180996 -- Query ChannelID: \B from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180997 -- Query ChannelID: \O475618624 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180998 -- Query ChannelID: \S from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5180999 -- Query ChannelID: 世界 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5181000 -- Query ChannelID: \F2 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5181001 -- Query ChannelID: GM from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5181002 -- Query ChannelID: \B from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5181003 -- Query ChannelID: \O475618624 from (674110AC, 0000043E)
[2018/08/17 17:12:19] 5181004 -- Subscribe Channel: 00000002 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181005 -- Subscribe Channel: 00000001 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181006 -- Subscribe Channel: 00000005 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181007 -- Subscribe Channel: GM <00000000> by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181008 -- Subscribe Channel: 00000004 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181009 -- Subscribe Channel: 00000002 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181010 -- Subscribe Channel: 00000001 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181011 -- Subscribe Channel: 00000005 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181012 -- Subscribe Channel: GM <00000000> by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181013 -- Subscribe Channel: 00000004 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181014 -- Subscribe Channel: 000000F5 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181015 -- Subscribe Channel: 00000002 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181016 -- Subscribe Channel: 00000001 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181017 -- Subscribe Channel: 00000005 by (674110AC,0000043E)
[2018/08/17 17:12:19] 5181018 -- Subscribe Channel: GM <00000000> by (674110AC,0000043E)
