名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
黄金图谱-魔煌之血衣兽镯	6	1	352	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-魔煌之蹬踏靴	6	1	353	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-凌岳之太极剑	6	1	354	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加内功系雷伤害点数7级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加火防最大值7级以上<enter>钟乳石：减少眩晕时间6级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-凌岳之无我道袍	6	1	355	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-凌岳之怒雷法戒	6	1	356	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>太极拳谱·卷三		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-凌岳之无极玄玉佩	6	1	357	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>太极拳谱·卷三<enter>朱砂矿：增加内力最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加毒防最大值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-凌岳之天地玄黄戒	6	1	358	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-及丰之真武剑	6	1	359	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加外功系普攻伤害百分比8级以上<enter>秘银矿：增加攻击命中率点数8级以上<enter>朱砂矿：增加外攻系武功出招动作7级以上<enter>孔雀石：增加外功系普攻伤害点数8级以上<enter>芙蓉石：增加外功系冰攻伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-及丰之三清符	6	1	360	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加雷防最大值7级以上<enter>孔雀石：增加冰防最大值8级以上<enter>芙蓉石：增加普防最大值8级以上<enter>朱砂矿：增加所有抗性6级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-及丰之玄丝三段锦	6	1	361	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>武林秘籍<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>太极剑谱·卷二		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-及丰之翠玉玄黄佩	6	1	362	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-及丰之青松法戒	6	1	363	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-霜晶之千年寒铁	6	1	364	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：命中吸取其内力8级以上<enter>秘银矿：增加外功系普攻伤害百分比7级以上<enter>朱砂矿：增加外攻系武功出招动作7级以上<enter>孔雀石：增加外功系普攻伤害点数8级以上<enter>芙蓉石：增加外功系冰攻伤害点数7级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-霜晶之傲霜道袍	6	1	365	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-霜晶之清风缕带	6	1	366	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭风术		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-霜晶之天清冰晶手	6	1	367	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭风术<enter>武林秘籍<enter>孔雀石：增加毒防最大值8级以上<enter>朱砂矿：增加内力最大值点数7级以上<enter>洗髓经		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-霜晶之风暴指环	6	1	368	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雷穹之寒松冰柏冠	6	1	369	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭雷术<enter>孔雀石：内功系雷攻伤害点数7级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数7级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雷穹之天地护符	6	1	370	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加毒防最大值8级以上<enter>孔雀石：增加普防最大值8级以上<enter>秘银矿：增加所有抗性8级以上<enter>驭风术		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雷穹之风雷青锦带	6	1	371	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭雷术		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雷穹之灵玉蕴雷	6	1	372	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雷穹之九天引雷戒	6	1	373	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雾幻之北冥道冠	6	1	374	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭心术<enter>朱砂矿：增加内力最大值点数7级以上<enter>武林秘籍<enter>芙蓉石：增加毒防最大值7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雾幻之羁绊符咒	6	1	375	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雾幻之束心指环	6	1	376	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雾幻之清影玄玉佩	6	1	377	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭心术		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-雾幻之松风雪影靴	6	1	378	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭心术<enter>秘银矿：增加移动速度7级以上<enter>芙蓉石：增加雷防最大值6级以上<enter>朱砂矿：增加内力最大值点数6级以上<enter>钟乳石：减少眩晕时间6级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-洞察之白金雕龙戒	6	1	379	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-洞察之白玉乾坤佩	6	1	380	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-洞察之白金锈凤戒	6	1	381	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-洞察之翡翠玉项圈	6	1	382	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-定国之青纱长衫	6	1	383	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>秘银矿：减少受伤动作时间7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-定国之钨砂发冠	6	1	384	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>芙蓉石：增加普防最大值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-定国之赤绢软靴	6	1	385	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>秘银矿：增加移动速度7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-定国之紫藤护腕	6	1	386	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>芙蓉石：减少迟缓时间百分比7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-定国之银蚕腰带	6	1	387	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>芙蓉石：减少中毒时间百分比7级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-安邦之冰晶石项链	6	1	388	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-安邦之菊花石指环	6	1	389	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加冰防最大值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-安邦之田黄石玉佩	6	1	390	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加毒防最大值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-安邦之鸡血石戒指	6	1	391	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加火防最大值8级以上		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
鲜肉	6	1	392	\spr\item\questkey\taskobj106.spr	364	1	1	新鲜的肉，可以拿去武师那里换取银子。		20	1	0	\script\item\collectmeat.lua	0	1	1	0	0
穿心令	6	1	393	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，埋下一个普攻陷阱。		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
毒刺令	6	1	394	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，埋下一个毒攻陷阱。		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
寒冰令	6	1	395	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，埋下一个冰攻陷阱。		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
地火令	6	1	396	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，埋下一个火攻陷阱。		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
雷击令	6	1	397	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，埋下一个雷攻陷阱。		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
神秘矿石	6	1	398	\spr\item\christmas\perfect.spr	425	1	1	<color=yellow>神秘的矿石，能极大提高提取蓝色属性、镶嵌紫色装备、融合黄金装备的效果。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
杀手令	6	1	399	\spr\item\questkey\006.spr	336	1	1	完成Boss杀手任务获得的杀手令牌<enter>5个相同等级的杀手令可以合成1柄杀手锏		100	1	0	\script\item\killer_token.lua	0	1	1	1	0
杀手锏	6	1	400	\spr\item\questkey\taskobj033.spr	9	1	2	可以凭杀手锏到七大城市聂弑尘处参加杀手的试炼任务。		100	1	0	\script\item\killer_sword.lua	0	1	1	1	0
师徒卡	6	1	401	\spr\item\questkey\taskobj091.spr	38	1	1	80级以下角色用来拜师，80级以上角色用来收徒的卡片。		100	1	0	\script\item\card\card_shitu.lua	0	1	1	0	0
神秘大红包	6	1	402	\spr\item\obj_item_jixiang.spr	347	1	1	一个神秘的礼包，打开后随机得到一个宝物。		100	1	0	\script\item\shenmi_hongbao.lua	0	1	1	0	0
玄晶升级卷轴	6	1	403	\spr\item\questkey\taskobj076.spr	368	2	1	右键点击使用，可同时将最多50个相同等级的玄晶以一定比例提升为高一等级的玄晶。		200000	1	1	\script\item\hecheng\ore.lua	0	1	1	0	0
鸡年神秘礼物升级卷轴	6	1	404	\spr\item\questkey\taskobj076.spr	368	2	1	右键点击使用，可以将最多20个任意等级的鸡年神秘礼物合成为1个新的鸡年神秘礼物。		500	1	1	\script\item\hecheng\gift.lua	0	1	1	0	0
神秘矿石兑换卷轴	6	1	405	\spr\item\questkey\taskobj076.spr	368	2	1	右键点击使用，可以用10个10级鸡年神秘礼物（神秘潜质壹千）兑换一个神秘矿石。		500	1	1	\script\item\hecheng\shenmi_ore.lua	0	1	1	0	0
首饰合成卷轴	6	1	406	\spr\item\questkey\taskobj076.spr	368	2	1	右键点击使用，可以用一件特定蓝色装备合成一件相对应的首饰。		500	1	1	/script/item/hecheng/shoushihecheng.lua	0	1	1	0	0
武林大会门派单项赛入场券-少林	6	1	407	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加少林单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-天王	6	1	408	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加天王单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-唐门	6	1	409	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加唐门单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-五毒	6	1	410	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加五毒单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-峨嵋	6	1	411	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加峨嵋单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-翠烟	6	1	412	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加翠烟单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-丐帮	6	1	413	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加丐帮单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-天忍	6	1	414	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加天忍单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-武当	6	1	415	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加武当单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会门派单项赛入场券-昆仑	6	1	416	\spr\item\questkey\obj_item_lection02.spr	374	1	1	凭此可以在各个城市的武林大会官员处报名参加昆仑单项赛		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
武林大会双人赛入场券	6	1	417	\spr\item\songjin\rescript.spr	383	1	1	凭此可以在各个城市的武林大会官员处报名参加双人赛		100	1	0	\script\item\biwu_double.lua	0	1	1	0	0
武林大会五行团队赛入场券	6	1	418	\spr\item\questkey\taskobj021.spr	41	1	1	凭此可以在各个城市的武林大会官员处报名参加五行团队赛		100	1	0	\script\item\biwu_five.lua	0	1	1	0	0
武林大会十全团队赛入场券	6	1	419	\spr\item\questkey\taskobj023.spr	41	1	1	凭此可以在各个城市的武林大会官员处报名参加十全团队赛		100	1	0	\script\item\biwu_ten.lua	0	1	1	0	0
武林大会16人团队赛入场券	6	1	420	\spr\item\questkey\taskobj126.spr	41	1	1	凭此可以在各个城市的武林大会官员处报名参加16人团队赛		100	1	0	\script\item\biwu_sixteen.lua	0	1	1	0	0
